rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,"I go here at least once every other week, particularly when it's cold!",,
,I love it.,RESTAURANT#GENERAL,positive
,To be honest we only ever eat the Shabu Shabu.,,
,I tried a couple other dishes but wasn't too impressed.,FOOD#QUALITY,neutral
,"But for the Shabu Shabu, you won't find much better in NY.",FOOD#QUALITY,positive
,In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,,
,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#PRICES,positive
,,FOOD#PRICES,positive
DBG#1,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
BHD#1,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
TR#5,Restaurant with a view,LOCATION#GENERAL,neutral
,Celebrated my fathers birthday here.,,
,The food tasted very good.,FOOD#QUALITY,positive
,The family seafood entree was very good.,FOOD#QUALITY,positive
,The main entree was also very good.,FOOD#QUALITY,positive
,We order a bit of everything on the menu.,,
,"Price is high but the food is good, so I would come back again.",FOOD#QUALITY,positive
,,FOOD#PRICES,negative
,,RESTAURANT#GENERAL,positive
Z#7,This place doesn't make any sense,RESTAURANT#GENERAL,negative
,Just want to warn you all - don't waste your time and money.,RESTAURANT#GENERAL,negative
,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,negative
,,AMBIENCE#GENERAL,negative
,This place is not inviting and the food is totally weird.,AMBIENCE#GENERAL,negative
,,FOOD#QUALITY,negative
,The concept of japanese tapas is newly created and clearly doesn't work.,FOOD#STYLE_OPTIONS,negative
,"The food they serve is not comforting, not appetizing and uncooked.",FOOD#QUALITY,negative
,Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,,
Z#10,Good Food,FOOD#QUALITY,positive
,I went here with my boyfriend for our anniversary.,,
,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,negative
,Over all it was a very nice romantic place .,RESTAURANT#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,I would recommend to ask for a bigger sitting area when you make a reservation (if possible),,
P#7,Loved it,RESTAURANT#GENERAL,positive
,A coworker and I tried Pacifico after work a few Fridays and loved it.,RESTAURANT#GENERAL,positive
,The atmosphere was great.,AMBIENCE#GENERAL,positive
,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",FOOD#QUALITY,positive
,,DRINKS#QUALITY,neutral
,"Our waitress wasn't mean, but not especially warm or attentive either.",SERVICE#GENERAL,neutral
,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",RESTAURANT#GENERAL,positive
,Maybe it has improved since then?,,
,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",AMBIENCE#GENERAL,positive
,,RESTAURANT#GENERAL,positive
FF#4,Dumbfoundingly Poor,RESTAURANT#GENERAL,negative
,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",RESTAURANT#GENERAL,negative
,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,SERVICE#GENERAL,negative
,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE#GENERAL,negative
,Polite acknowledgement is out;,SERVICE#GENERAL,negative
,supercilious scorn is in.,SERVICE#GENERAL,negative
,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",SERVICE#GENERAL,negative
,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",SERVICE#GENERAL,negative
,,FOOD#QUALITY,positive
,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,negative
,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,,DRINKS#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,negative
,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#PRICES,negative
,,RESTAURANT#GENERAL,negative
,,SERVICE#GENERAL,negative
,"On that scale, it's a world-beater.",RESTAURANT#GENERAL,negative
FF#3,How is this palce still open?,RESTAURANT#GENERAL,negative
,I honestly don't even know where to begin.,RESTAURANT#GENERAL,negative
,"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",,
,"We arrived and were seated immediately, which made us both happy.",SERVICE#GENERAL,positive
,"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",,
,Everything was going good until we got our meals.,RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,negative
,I took one look at the chicken and I was appalled.,FOOD#STYLE_OPTIONS,negative
,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,negative
,"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",,
,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",SERVICE#GENERAL,negative
,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FOOD#QUALITY,negative
,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,FOOD#STYLE_OPTIONS,negative
,I've had better chicken at BBQs!!!!,,
,So I decide to report back to the waitress because it was completely inedible.,FOOD#QUALITY,negative
,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",SERVICE#GENERAL,negative
,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",SERVICE#GENERAL,negative
,"No desert menu, no apology, nothing!!!!!!",SERVICE#GENERAL,negative
,"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",,
,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",SERVICE#GENERAL,negative
,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",SERVICE#GENERAL,negative
,We refused to pay for it because at this point it had nothing to do with the food anymore.,,
,The level of rudeness was preposterous.,SERVICE#GENERAL,negative
,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",SERVICE#GENERAL,negative
,,DRINKS#QUALITY,positive
,,FOOD#QUALITY,positive
,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,RESTAURANT#GENERAL,negative
,THIS STAFF SHOULD BE FIRED.,SERVICE#GENERAL,negative
EVPK#9,cirspy crust margherita pizza,FOOD#QUALITY,positive
,we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,,
,it was really good pizza.,FOOD#QUALITY,positive
,the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,you know what i mean all the positives things happening there made mw write this review.,RESTAURANT#GENERAL,positive
CLF#4,Single Worst Restaurant in Manhattan,RESTAURANT#GENERAL,negative
,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,Moving on.,,
,If I could give 0 stars I would do so for this place.,RESTAURANT#GENERAL,negative
,Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,,
,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,RESTAURANT#MISCELLANEOUS,negative
,Well...they can run but they can't hide.,RESTAURANT#GENERAL,negative
,I live in the West Village and I've been to a lot of restaurants.,,
,"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.",,
,"However, most of them are at least prompt and pleasant.",,
,This place...god where do i begin.,RESTAURANT#GENERAL,negative
,It is quite a spectacular scene i'll give them that.,AMBIENCE#GENERAL,positive
,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,AMBIENCE#GENERAL,neutral
,,FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,,SERVICE#GENERAL,negative
,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",RESTAURANT#GENERAL,negative
BHD#4,Great Hot Dogs!,FOOD#QUALITY,positive
,I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,,
,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",FOOD#QUALITY,positive
,,RESTAURANT#MISCELLANEOUS,neutral
,"The hot dogs are top notch, and they're Slamwich is amazing!",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,FOOD#PRICES,negative
,"But nonetheless--great spot, great food.",RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
BFC#7,Fabulous food - if the front of house staff don't put you off –,FOOD#QUALITY,positive
,,SERVICE#GENERAL,negative
,We live nearby BFC.,,
,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ",RESTAURANT#PRICES,negative
,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",SERVICE#GENERAL,positive
,,SERVICE#GENERAL,negative
,,FOOD#QUALITY,positive
,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",RESTAURANT#MISCELLANEOUS,negative
,,SERVICE#GENERAL,negative
,,SERVICE#GENERAL,negative
,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,SERVICE#GENERAL,negative
,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",SERVICE#GENERAL,negative
