rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,,
,She said its very user friendly.,SOFTWARE#USABILITY,positive
,"I have had another Mac, but it got slow due to an older operating system.",,
,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP#GENERAL,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,KEYBOARD#DESIGN_FEATURES,positive
,,MOUSE#USABILITY,positive
,"I am very happy I bought this Mac, well worth the extra money.",LAPTOP#PRICE,neutral
,,LAPTOP#GENERAL,positive
38,I simply got tired of a bad computer like windows with its constant freezing and anti-virus.,,
,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,,
,Now that I have it I see that I really needed this for much more.,LAPTOP#GENERAL,positive
,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",LAPTOP#OPERATION_PERFORMANCE,positive
,I have not had a problem with the applications quitting or freezing.,SOFTWARE#OPERATION_PERFORMANCE,positive
,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#GENERAL,positive
,"Take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.",,
39,I've had my Macbook Pro since August 2009.,,
,"Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long time for a laptop).",,
,That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,COMPANY#GENERAL,positive
,My MacBook Pro is no exception.,LAPTOP#GENERAL,positive
,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,,
,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,MOUSE#USABILITY,positive
,,MOUSE#OPERATION_PERFORMANCE,positive
,I also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE#OPERATION_PERFORMANCE,positive
,,MOUSE#USABILITY,positive
,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",,
,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",SOFTWARE#GENERAL,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",,
,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,,
,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,,LAPTOP#QUALITY,positive
189,Shiny,LAPTOP#GENERAL,positive
,This Laptop is the Best of the best!,LAPTOP#GENERAL,positive
,The Awesomest of the awesomest.,LAPTOP#GENERAL,positive
,"It is so great, I can Hardly ever take my hands off it!",LAPTOP#GENERAL,positive
,My friends are in awe every time they come over!,LAPTOP#GENERAL,positive
,"I got it for Christmas, and I was so excited to set it up!",LAPTOP#GENERAL,positive
,"It is super fast, and always loads.",LAPTOP#OPERATION_PERFORMANCE,positive
,I am just amazed.,LAPTOP#GENERAL,positive
,The only bad part is the size/weight.,LAPTOP#DESIGN_FEATURES,negative
,"It's like 9 punds, but if you can look past it, it's GREAT!",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,negative
,"If you don't like fingerprints, this might not be the laptop for you.",LAPTOP#QUALITY,negative
,"It super shiny, so you can see the fingerprints easily.",LAPTOP#QUALITY,negative
,It doesn't bother me though.,,
,It doesn't heat up like my old laptop.,,
,All for such a great price.,LAPTOP#PRICE,positive
,It's color is even cool.,LAPTOP#DESIGN_FEATURES,positive
,Another Great thing is the Beast graphics.,GRAPHICS#GENERAL,positive
,They are so realistic I am just speechless.,GRAPHICS#QUALITY,positive
,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",LAPTOP#USABILITY,positive
,The cool thing about this is anyone can use it.,LAPTOP#USABILITY,positive
,"Mom, Dad, Brother, sister, You name it!",,
,I don't know how I could ever live without my Qousmio.,LAPTOP#GENERAL,positive
114,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",LAPTOP#QUALITY,negative
,Ive had to call tech support many times.,LAPTOP#QUALITY,negative
,Each time taking about 1 day or so.,SUPPORT#QUALITY,negative
,I just recently had to ship my laptop back to HP for repair.,,
,I had to wait 3 weeks to get it back and it still is not working properly.,SUPPORT#QUALITY,negative
,I had to pay for the shipping!,SUPPORT#QUALITY,negative
,I will never buy anything from HP again!,COMPANY#GENERAL,negative
368,One of the smartest thing I did was take my time to compare laptops before making my purchase.,,
,The Toshiba Satellite has been more than I expected for the price.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,I will stack it up against laptops that cost twice as much any day.,,
269,THis computer may be small but it is one heck of a power horse.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#DESIGN_FEATURES,neutral
,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,LAPTOP#GENERAL,positive
,,LAPTOP#MISCELLANEOUS,positive
,for being so small it is amazing that it is as fast as it is.,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#OPERATION_PERFORMANCE,positive
,when i first got it i thought the size of it was a joke.,LAPTOP#DESIGN_FEATURES,neutral
,but after i got used to it i love it.,LAPTOP#DESIGN_FEATURES,positive
,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,,LAPTOP#USABILITY,positive
,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",LAPTOP#DESIGN_FEATURES,positive
,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#PORTABILITY,negative
,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,LAPTOP#GENERAL,positive
,,LAPTOP#MISCELLANEOUS,neutral
246,"i would never go back any more, i love this computer so much and i would recommend it to everyone.",,
,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#USABILITY,positive
,,SOFTWARE#GENERAL,positive
,,LAPTOP#QUALITY,positive
,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",LAPTOP#QUALITY,positive
,this computer is a little more expensive than any pc but it will last you longer and it worth every penny.,,
,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",SUPPORT#QUALITY,positive
,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",LAPTOP#QUALITY,positive
,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",LAPTOP#GENERAL,positive
,,OS#USABILITY,positive
25,Not working = bad,LAPTOP#OPERATION_PERFORMANCE,negative
,"I spent 2200 dollars on a ""top of the line laptop"".",LAPTOP#PRICE,negative
,,LAPTOP#QUALITY,negative
,I got the blue screen of death the first month I got it.,LAPTOP#OPERATION_PERFORMANCE,negative
,,LAPTOP#QUALITY,negative
,"1) Payed $2200 for a ""premium"" laptop",LAPTOP#PRICE,negative
,,LAPTOP#QUALITY,negative
,2) Blue screen first month,LAPTOP#OPERATION_PERFORMANCE,negative
,,LAPTOP#QUALITY,negative
,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,SUPPORT#QUALITY,negative
,"4) Laptop still did not work, blue screen within a week...",SUPPORT#QUALITY,negative
,5) Cut my losses and sold it for parts,LAPTOP#GENERAL,negative
,"Do yourself a favor, this is not a fake story trying to hurt alienware...",,
,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",COMPANY#GENERAL,negative
,do a quick search on the internet see if im the only one.,,
256,I'm new - just switched from years of PC frustration.,,
,"what an elegant, wonderful machine.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#GENERAL,positive
,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",LAPTOP#GENERAL,positive
,I really wish I had done this years ago.,LAPTOP#GENERAL,positive
,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP#CONNECTIVITY,positive
,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,,
,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,LAPTOP#GENERAL,positive
94,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP#GENERAL,negative
,The computer blinks it shuts off at will.,LAPTOP#OPERATION_PERFORMANCE,negative
,The letter A stopped working after the first week.,KEYBOARD#QUALITY,negative
,,KEYBOARD#OPERATION_PERFORMANCE,negative
,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,SUPPORT#QUALITY,negative
,not the day received.,,
,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,SUPPORT#QUALITY,negative
,,LAPTOP#QUALITY,negative
,they have done absolutely nothing to fix the computer problem.,SUPPORT#QUALITY,negative
,they have not sent a new one nor called.,SUPPORT#QUALITY,negative
,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#PRICE,negative
,then on top of it all their cusromer service center is in the middle east.,SUPPORT#MISCELLANEOUS,negative
,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT#QUALITY,negative
,"Then to make matters worst, there is noone that they can transfer you to.",SUPPORT#QUALITY,negative
,its sad because their commercials are great.,,
96,I had this computer for one month and had to send it in for repair.,LAPTOP#QUALITY,negative
,Got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT#QUALITY,negative
,3 weeks went by and the computer keeps crashing and will not open any applications.,SUPPORT#QUALITY,negative
,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,SUPPORT#QUALITY,negative
,,COMPANY#GENERAL,negative
,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,SUPPORT#QUALITY,negative
,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,LAPTOP#QUALITY,negative
374,I have had this laptop for a few months now and i would say im pretty satisfied.,LAPTOP#GENERAL,positive
,The only problems are the sound isnt very loud I have to wear headphones.,MULTIMEDIA_DEVICES#QUALITY,negative
,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,MOUSE#QUALITY,negative
,,SUPPORT#PRICE,negative
,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#PRICE,negative
